severity,source_ip_reputation,alert_frequency,bytes_transferred,hour_of_day,is_admin_account,failed_logins_last_hour,alert_type_encoded,label
2,5,41,668882,16,0,4,4,0
1,97,48,2440985,11,0,26,1,0
2,55,82,4427752,16,0,28,3,0
2,7,28,3280372,20,0,26,2,0
1,93,77,3466409,21,0,31,4,0
2,26,50,4953946,17,0,24,0,0
1,70,1,3178789,9,0,41,3,0
1,26,50,984378,23,0,49,1,0
4,88,19,5172350,19,0,33,3,0
2,45,98,3994067,11,0,14,0,0
3,40,59,616814,3,0,40,1,1
1,78,68,2571284,9,0,33,4,0
3,24,67,307957,4,1,34,1,1
3,85,41,9620883,3,0,19,1,1
2,17,10,7801282,15,0,23,0,0
2,11,28,7789717,4,0,33,1,0
2,86,34,6747068,18,0,33,3,0
2,50,39,4721680,23,0,45,2,0
4,38,83,572242,5,0,26,0,0
3,88,56,6541206,23,0,49,0,1
4,9,52,2805415,20,0,20,0,0
1,93,3,7141449,6,0,32,3,0
3,73,23,5790793,9,0,38,3,1
4,97,17,2770993,6,0,39,3,1
1,76,71,7883878,21,1,43,3,0
1,53,26,2621277,13,0,35,1,0
3,28,18,82307,9,0,24,0,0
2,40,46,1540394,19,0,6,0,0
3,8,70,6860164,21,0,49,4,0
1,62,31,5931481,10,0,49,2,0
3,76,93,9941783,13,0,9,1,0
1,36,9,1971369,11,0,9,2,0
1,13,35,7327756,3,0,37,1,0
1,100,81,1286592,12,0,23,1,0
3,72,60,7342253,21,0,43,1,1
3,71,76,8320673,21,1,9,0,1
2,38,63,1353662,2,0,44,2,0
2,39,52,1856643,12,0,25,2,0
3,53,48,6244946,19,0,29,3,0
2,2,61,1886080,18,0,26,2,0
3,54,24,3327226,14,0,43,3,0
2,32,74,6108529,18,0,18,4,0
2,95,58,389892,19,0,0,3,0
2,70,64,8944480,3,0,32,1,0
2,18,30,7371277,5,0,10,0,0
3,33,29,4199287,14,0,49,1,0
2,77,10,4947449,3,0,33,4,0
1,49,39,4749489,5,0,37,0,0
3,46,55,4890266,1,1,15,4,1
2,45,28,6536652,3,0,0,1,0
2,55,18,2598376,17,0,40,0,0
4,56,41,6894210,14,0,27,4,0
2,82,81,6498384,11,1,14,3,0
1,50,75,4822074,7,1,15,2,0
4,53,65,6782025,11,0,45,1,0
2,89,81,7170176,8,0,31,3,0
2,80,46,8065435,6,0,38,4,0
1,27,60,3987770,21,0,0,4,0
3,18,9,7101813,7,0,47,0,0
2,26,45,6720948,19,0,8,3,0
2,47,60,850374,9,0,28,4,0
3,18,28,3125862,10,0,24,0,0
3,96,97,7525250,1,0,10,2,0
1,50,3,277382,3,0,41,2,0
2,6,51,2944008,20,1,10,0,0
1,28,8,8544487,20,0,5,3,0
3,42,70,8069849,8,0,33,0,0
1,68,59,8399812,7,0,49,0,0
2,93,61,6543084,4,1,43,3,0
3,57,58,7640743,13,0,13,2,0
3,7,70,5933937,1,0,7,4,0
2,41,93,2995773,20,0,24,2,0
3,75,12,2580797,16,0,3,3,0
1,41,9,3145702,7,0,49,1,0
3,12,49,6424058,1,0,30,3,0
1,25,83,8092169,22,0,20,2,0
2,17,17,2551116,14,0,44,2,0
3,41,54,5283175,1,0,31,3,0
1,50,44,6868208,10,1,13,3,0
1,83,32,8795245,13,0,27,3,0
3,15,35,9196616,20,0,24,2,0
3,100,78,252787,9,1,27,0,1
2,2,49,1706076,6,0,14,1,0
3,90,54,8447624,21,1,45,0,1
2,78,16,7966295,13,1,43,2,0
1,97,85,5153186,12,0,21,0,0
2,44,12,5687846,20,0,46,3,0
1,21,88,18328,21,0,5,4,0
4,22,98,5770097,1,0,1,3,0
2,58,8,7252687,9,0,5,1,0
2,61,21,2674132,0,0,22,3,0
2,67,48,6603145,0,0,25,4,0
4,53,8,8088360,23,0,10,2,0
1,56,28,1490130,2,0,0,0,0
2,22,80,1632826,10,0,27,3,0
2,59,10,1146011,18,0,21,0,0
2,72,52,9839223,8,0,40,1,0
1,87,15,8350504,12,1,12,0,1
3,84,4,1605953,21,0,40,1,1
4,54,90,7456413,3,0,46,1,0
2,79,79,6308903,19,0,49,3,0
3,62,96,9527025,22,1,35,4,1
4,55,62,2155972,5,0,21,0,0
3,54,4,5860197,1,1,3,1,1
1,24,41,8506557,8,0,43,1,0
2,25,73,7539726,17,0,40,1,0
2,48,99,2542871,23,0,17,2,0
2,62,55,4283304,3,0,37,0,0
3,44,28,8299454,0,0,16,0,0
4,72,47,6131759,0,0,24,1,1
4,78,9,8037934,19,1,16,0,1
2,38,2,4589936,16,0,28,0,0
1,96,67,6758859,18,1,44,2,0
4,64,48,9324807,2,0,43,1,0
3,68,69,460282,22,0,45,0,0
1,55,74,9872747,21,0,7,4,0
4,8,28,8650490,23,0,28,1,0
3,69,79,5083542,22,1,14,0,1
2,27,14,6865473,16,0,40,2,0
2,44,46,7098191,2,0,32,4,0
2,25,87,5577877,3,0,48,3,0
1,27,13,9964736,12,0,9,3,0
2,39,16,5014141,14,0,36,4,0
3,14,94,3066813,11,0,10,3,0
1,5,40,9695410,2,0,34,4,0
2,26,72,2117008,20,0,33,0,0
2,37,81,5620236,7,0,31,3,0
2,67,30,6411803,0,0,21,3,0
4,74,81,5683066,17,0,3,4,0
2,84,99,6923524,12,0,1,0,0
2,63,65,6211171,6,1,32,0,0
3,29,58,3385019,12,1,8,1,0
2,81,88,8464782,16,0,34,1,0
1,98,48,6115664,12,0,37,0,0
2,2,49,4840747,12,0,30,4,0
1,61,89,6049910,10,0,13,2,0
1,11,2,4761133,13,0,30,2,0
2,90,89,7219612,20,0,32,1,0
2,29,14,6929791,9,1,43,3,0
4,84,97,4750815,7,0,15,2,1
2,37,17,5798192,5,0,19,3,0
2,84,31,5365418,18,0,49,3,0
2,59,10,4722533,22,1,13,0,0
1,37,70,1384643,18,0,34,2,0
3,14,89,3509267,11,0,45,2,0
1,17,37,2123177,20,1,48,3,0
4,51,64,607460,6,0,44,3,1
1,28,30,893451,17,0,32,0,0
2,59,34,2066806,19,0,28,4,0
1,20,18,6594595,17,0,7,2,0
4,16,88,7840519,22,0,33,2,0
2,17,63,6062165,2,1,46,0,0
2,56,49,3303611,8,0,13,0,0
1,36,56,878896,5,0,13,4,0
3,59,91,7871229,0,0,49,3,0
1,37,58,7075919,9,0,14,2,0
3,11,27,7648260,7,0,41,3,0
1,74,55,3904045,22,1,49,2,1
1,83,85,2340453,16,1,19,0,0
1,72,19,6099914,2,0,27,0,0
2,0,23,8368344,2,0,3,0,0
2,57,47,2241988,2,0,6,4,0
1,2,79,5419331,6,1,1,2,0
3,62,66,736754,21,0,8,0,0
2,20,99,2594372,10,0,22,4,0
2,22,51,7029429,17,1,35,3,0
2,8,84,6236177,4,0,11,4,0
2,82,28,7256170,21,0,22,4,0
2,54,57,8171024,1,0,30,1,0
1,18,58,2220514,13,0,41,3,0
1,61,15,5836369,0,0,10,1,0
3,86,16,8252419,3,0,0,2,1
4,90,97,5212786,13,0,12,4,0
2,90,47,6400350,14,0,38,4,0
1,38,63,4735326,19,0,28,4,0
2,99,12,732958,19,1,5,4,0
2,75,43,8854404,16,0,30,1,0
1,26,84,9298344,2,0,8,2,0
1,45,29,5663183,22,0,17,1,0
3,33,49,438995,3,0,2,4,0
3,32,3,4627701,17,0,31,2,0
1,91,69,9586461,23,0,44,3,0
1,94,60,9687833,0,1,2,1,1
1,95,66,1585328,4,0,44,0,0
3,49,87,8759838,17,0,29,3,0
1,19,90,8940028,12,1,5,3,0
1,39,26,8884787,13,0,49,4,0
3,98,71,6916328,19,0,26,4,1
1,94,74,2132458,2,0,1,3,0
3,57,69,7717307,22,0,19,1,0
1,30,47,2141910,5,1,16,2,0
1,37,76,254062,10,0,32,1,0
1,85,96,2981976,8,0,16,1,0
3,44,42,8244542,19,1,36,3,0
3,40,31,6900974,18,0,28,1,0
3,8,22,1712199,6,0,8,2,0
2,8,17,2682254,21,0,3,3,0
3,62,84,5489455,20,1,45,1,1
1,78,20,1302931,9,0,39,4,0
1,76,8,962810,6,0,12,1,0
3,21,98,1551204,4,0,5,3,0
1,15,49,4693186,3,1,45,3,0
1,31,87,661051,16,1,8,4,0
1,65,38,133025,4,0,25,3,0
1,89,53,8983395,16,1,48,0,1
1,13,28,9410402,16,1,38,3,0
2,37,77,2596424,16,0,40,1,0
2,97,29,8482013,0,0,46,2,0
3,7,72,1911989,23,0,41,1,0
3,99,11,5149567,1,0,13,3,1
2,20,47,7491289,22,0,47,0,0
1,55,45,3088639,18,0,33,1,0
2,45,18,3261527,8,0,3,2,0
2,42,50,9248530,19,0,20,1,0
1,91,89,7131627,22,1,30,4,1
2,45,49,2677071,14,0,46,0,0
2,47,22,9324057,18,0,42,3,0
2,69,45,2848032,4,1,20,1,0
2,83,61,2430392,12,0,42,1,0
1,30,99,2309149,3,1,28,1,0
4,32,93,8975254,12,0,23,1,0
3,43,21,3038921,5,0,44,2,0
1,70,71,8604284,11,0,15,4,0
3,7,61,7480542,8,0,8,4,0
2,72,76,5358314,14,0,20,0,0
3,1,36,760490,20,0,1,0,0
3,16,24,2704366,14,0,1,2,0
2,51,32,7757761,16,0,36,4,0
1,44,91,7137972,4,0,36,0,0
1,36,96,3471477,4,0,4,3,0
2,41,59,848098,23,0,45,4,0
2,43,96,5743482,4,1,5,1,0
1,80,96,2951996,20,0,47,4,0
1,37,90,2057823,13,0,47,3,0
3,98,75,7819275,1,0,7,1,0
4,93,82,38009,8,0,31,4,1
2,5,5,588264,13,1,36,1,0
1,67,16,4058362,14,1,12,1,0
1,50,11,1292866,3,0,2,2,0
1,100,35,9161664,22,0,8,3,0
4,34,75,9485557,5,0,3,2,0
1,57,42,4640334,13,0,27,4,0
2,56,87,6487665,4,0,39,1,0
1,72,98,4159687,10,0,15,4,0
2,5,81,833404,20,0,10,4,0
3,12,10,4213599,13,0,18,2,0
3,58,82,7023628,6,0,41,4,1
1,85,8,6985069,13,0,21,3,0
1,91,26,213765,12,1,38,1,0
1,29,3,4917344,17,0,11,0,0
4,99,59,8889312,1,1,29,3,1
3,1,88,4482862,8,0,39,0,0
2,57,3,6199132,10,0,41,0,0
2,35,38,2944741,19,1,4,2,0
3,71,2,506212,10,0,36,0,1
1,44,99,1078059,5,0,44,1,0
4,8,17,8895007,0,0,31,2,1
2,64,73,710909,4,1,33,3,0
2,76,36,3827539,21,0,11,3,0
2,49,86,6594509,13,0,42,3,0
1,78,95,1883099,15,0,1,4,0
1,31,98,314533,8,0,46,2,0
3,97,88,8312270,18,0,6,2,0
1,42,73,7839908,19,0,31,2,0
2,94,2,3486039,7,0,39,1,0
1,77,85,1114085,7,1,34,2,1
2,53,34,493417,15,0,48,1,0
1,46,27,1700968,17,1,5,3,0
2,13,37,6585891,7,0,21,4,0
3,47,71,8541497,22,0,24,0,0
1,54,22,2436264,8,0,46,4,0
2,28,68,3754503,4,0,12,4,0
2,46,14,8115797,1,1,22,4,0
3,62,98,9285043,20,0,44,0,0
4,18,23,2230783,13,0,43,1,0
3,90,44,801176,17,0,45,3,1
1,8,89,9676090,12,0,8,0,0
1,100,65,8208996,11,0,41,3,0
1,36,79,56898,14,0,36,1,0
2,91,96,2700163,20,0,36,3,0
1,51,78,4509624,14,0,29,1,0
2,56,61,6655038,22,0,19,0,0
2,87,85,1721942,22,0,37,0,0
2,27,55,5718007,0,0,43,3,0
3,35,71,6868178,21,0,48,3,0
1,63,85,4307518,6,1,15,4,0
1,17,50,4521039,12,0,49,4,0
3,88,12,7998461,17,0,21,3,1
2,34,79,5249366,0,0,37,4,0
3,67,15,6243559,10,0,9,3,0
2,77,17,5439341,12,0,19,2,0
1,38,34,6195812,19,0,40,4,0
3,89,35,8417408,8,0,1,3,0
3,7,39,692580,15,0,2,2,0
3,87,78,648610,10,0,41,4,0
1,79,55,711614,2,0,7,0,0
2,83,59,2371165,16,0,8,3,0
2,14,5,9310288,1,0,27,0,0
1,6,30,6852198,8,0,20,4,0
4,16,4,1533808,8,0,32,2,0
1,85,15,1436313,15,0,33,3,0
4,85,35,6257420,0,0,3,2,1
2,63,74,7672949,16,0,47,0,0
1,11,55,9332565,9,1,24,3,0
2,81,66,3464685,19,0,31,0,0
3,55,60,7406358,4,0,11,0,0
3,45,24,7911915,7,0,1,2,0
3,46,92,7845738,12,0,46,4,0
3,78,22,8167648,20,0,49,0,1
3,100,44,445402,4,0,47,0,1
3,15,32,9255330,3,0,11,1,0
1,68,95,7598216,7,0,49,2,0
2,1,83,671969,22,0,45,0,0
1,91,51,2217188,6,0,25,1,0
4,53,85,5757250,4,1,20,2,0
4,26,3,7414571,9,1,43,3,1
1,30,70,551356,16,1,36,4,0
3,40,32,7387028,5,0,35,2,1
4,35,2,9367558,9,1,17,0,0
1,46,88,1138016,15,1,23,1,0
2,42,59,2265058,21,1,29,1,0
4,64,91,8016138,9,0,16,3,0
1,49,73,6575007,3,0,15,1,0
3,92,77,1528021,1,0,41,0,1
1,0,14,2446953,0,0,16,2,0
4,71,51,8415011,2,0,43,3,1
4,56,11,6955428,12,1,11,4,0
4,15,78,1210058,11,0,26,4,1
2,27,80,3019816,0,0,3,0,0
3,85,10,1108684,20,1,34,3,1
3,81,84,5473627,9,0,0,3,0
2,21,80,4595248,5,1,11,0,0
3,40,58,2297998,8,0,28,3,0
1,75,34,2869812,0,0,7,1,0
2,18,80,530207,11,0,7,1,0
1,88,78,3051748,4,0,11,0,0
1,49,53,9182837,0,1,35,0,0
1,58,28,8476611,1,1,47,1,0
3,68,18,1399992,13,0,33,2,0
2,33,26,7807805,1,0,35,0,0
3,38,7,7736306,4,0,3,1,0
1,73,45,1909585,9,0,10,2,0
2,6,98,7967958,19,0,2,2,0
2,100,45,4582108,5,0,9,1,0
3,51,71,2032769,4,0,11,1,1
2,59,97,2996495,1,0,48,3,0
2,51,35,6893301,8,0,8,2,0
3,78,52,8153722,9,0,20,4,1
2,23,21,7310343,7,0,33,3,0
1,25,28,1687954,5,0,21,3,0
1,89,96,9063327,4,0,17,2,0
3,89,44,4286018,20,0,43,2,1
1,9,80,9974386,17,0,5,2,0
3,16,56,662896,19,1,24,0,0
2,77,10,9099039,17,0,49,1,0
4,1,23,4228052,1,0,44,1,0
3,76,48,9513206,11,0,14,1,1
4,26,52,3125280,7,0,0,2,0
2,72,15,1475926,3,0,39,3,0
3,70,55,9014138,19,0,17,2,0
2,47,43,8865006,22,0,43,2,0
2,73,50,7400152,3,0,30,3,0
2,8,6,1582749,8,0,19,4,0
3,85,33,4606220,8,0,43,0,0
4,22,62,4602538,11,0,24,4,0
3,70,55,5371886,13,0,32,2,0
2,72,39,5206415,2,0,9,1,0
2,26,12,50073,5,0,28,1,0
3,87,31,4529098,14,0,18,3,0
1,92,74,8329646,22,0,27,2,0
1,80,53,3957156,18,0,26,3,0
2,83,34,3642777,3,0,18,3,0
1,70,41,462561,0,0,42,0,0
1,42,10,5985189,8,0,30,3,0
1,6,52,9563563,22,0,34,2,0
1,91,75,6800820,15,0,13,0,0
1,82,57,1283309,22,0,49,1,0
4,62,78,7635271,8,0,5,0,0
2,83,3,3238699,11,0,8,2,0
2,43,57,5744723,13,0,40,4,0
3,38,33,4809055,14,1,26,0,0
1,39,7,7853068,21,1,16,4,0
4,6,4,709244,23,0,35,0,0
3,69,39,1298244,20,0,3,0,0
1,24,48,6725865,15,1,23,3,0
2,58,74,1686708,7,0,15,4,0
3,12,79,8856484,9,0,16,4,0
4,85,16,4327199,13,0,2,0,1
2,80,38,626665,16,0,38,2,0
2,85,4,3589326,2,0,36,2,0
1,97,4,7743635,3,0,2,4,0
4,61,27,626987,15,0,43,3,0
1,7,86,8095172,13,0,40,3,0
4,44,86,2017255,23,1,34,2,1
2,17,17,4737572,13,1,2,3,0
2,87,98,4611744,15,0,15,0,0
2,59,96,83176,7,0,19,0,0
1,59,70,4769401,17,0,44,4,0
1,1,54,6939776,6,0,5,1,0
1,65,97,6631221,2,0,32,2,0
1,90,8,6407896,5,0,42,2,0
3,13,53,6576697,19,1,49,1,0
2,47,5,1051554,15,1,26,3,0
1,55,69,2898673,21,0,29,0,0
4,11,47,4583998,3,1,34,0,1
3,95,74,8281020,18,0,17,2,1
4,91,40,4123640,1,0,29,2,1
4,54,7,472760,3,1,42,3,0
1,27,12,7918338,1,0,25,3,0
2,88,94,9324260,6,1,14,2,1
3,3,25,6014050,14,0,31,3,0
3,89,28,387344,16,0,34,1,1
1,35,43,6055310,13,0,11,0,0
3,49,77,1210325,10,0,20,2,0
1,2,47,5271981,16,0,11,1,0
1,0,49,9025462,4,1,48,1,0
2,16,86,7977971,22,0,0,4,0
2,70,54,6432809,13,0,10,2,0
2,61,18,2311882,16,0,24,4,0
1,47,27,9490525,19,1,46,1,0
3,61,72,8456677,20,0,8,2,0
1,68,6,4652595,1,0,38,4,0
1,18,75,5696204,6,1,42,0,0
3,33,93,4521771,3,1,26,2,1
4,98,69,4022770,7,0,28,4,1
3,48,71,5991098,0,0,49,3,0
3,79,22,770532,9,0,26,2,1
3,46,59,1032819,0,0,27,3,1
2,90,47,102591,0,1,38,2,1
1,49,68,5258051,3,1,17,4,0
2,88,32,7738414,16,0,14,4,0
2,25,83,7809150,4,1,15,2,0
1,55,97,5024470,13,0,46,1,0
3,77,1,996023,5,0,22,4,1
2,13,54,1438259,6,0,29,2,0
1,77,46,6912365,7,1,35,2,0
1,24,41,7072813,23,0,34,0,0
3,99,41,4914105,17,0,27,3,0
1,3,8,4763670,3,1,45,0,0
3,78,32,6057090,22,0,2,3,0
2,31,30,2773436,2,0,15,3,0
2,81,46,1094408,22,0,14,0,1
2,77,92,9149748,3,0,18,1,0
3,64,52,5833411,22,0,9,2,0
2,60,96,3645872,15,1,48,4,0
3,19,89,5136856,12,0,3,2,0
2,73,98,3702831,21,1,21,0,1
1,9,61,821114,22,0,17,1,0
3,87,97,1590353,10,0,21,4,1
3,33,13,7720044,23,1,41,4,1
3,60,89,9173254,10,0,15,1,0
3,91,40,3073890,4,0,2,4,1
3,26,61,5094430,19,1,43,4,0
3,39,44,1983031,0,0,34,1,0
3,64,62,3851106,13,0,40,0,0
3,32,44,2912219,23,0,38,0,0
3,67,48,229355,21,0,15,4,0
2,70,74,7439364,19,1,20,0,0
3,8,59,5670677,18,1,20,0,1
1,15,57,1822352,4,0,0,4,0
3,4,95,3577225,19,0,29,4,0
3,97,11,3001798,22,0,46,0,1
1,22,25,2773699,5,0,33,3,0
3,42,61,1857961,18,0,47,1,0
1,88,46,1466494,11,0,38,0,0
2,56,54,1224214,13,0,45,0,0
3,50,34,8668788,16,0,22,3,0
1,12,84,3258759,6,1,33,2,0
3,23,7,6971399,20,0,29,2,0
3,10,97,2953828,0,0,49,1,0
2,51,62,1643718,16,0,32,4,0
1,16,57,8483413,5,1,15,0,0
1,36,99,2528995,3,1,40,3,0
2,12,93,3004887,13,1,29,4,0
4,61,76,5740993,7,0,2,4,0
2,90,5,4127983,17,0,44,2,0
1,83,76,7097867,19,0,1,0,0
2,96,93,856878,12,0,25,1,0
2,95,35,192233,7,1,17,3,0
3,7,84,8686774,23,0,1,0,0
1,55,37,9369369,15,0,39,4,0
3,92,60,3674469,4,0,2,4,1
2,82,65,5032311,2,0,16,1,0
4,69,16,3887805,12,1,23,2,0
2,43,30,6869773,14,0,1,1,0
2,59,73,1445969,3,0,5,1,0
4,40,42,2654392,2,0,39,0,0
1,20,61,7858463,1,0,25,2,0
4,85,74,1281085,3,0,48,4,1
3,41,77,7315962,5,0,5,2,0
1,73,48,6501837,3,0,11,0,0
2,73,62,654247,16,1,20,0,0
3,28,84,9458980,6,0,15,1,0
1,79,93,4375724,17,0,5,0,0
2,64,64,8728165,21,1,33,2,0
2,16,57,7619898,9,0,2,1,0
2,29,68,4937755,16,0,40,1,0
1,25,46,3749114,22,0,18,1,0
3,52,28,8198546,3,0,28,2,0
4,18,77,850756,18,1,31,1,0
4,52,3,1857323,6,0,9,3,0
3,84,37,34497,12,0,26,3,1
1,16,48,5580169,2,0,28,2,0
3,45,19,7176210,7,0,12,4,0
1,84,92,2648668,10,0,19,4,0
1,52,83,9957080,15,1,27,1,0
2,63,17,8241616,19,1,26,2,0
2,44,82,3154610,18,0,12,1,0
3,48,82,5486060,22,0,24,1,1
3,18,87,8465397,22,0,28,3,1
2,70,40,3063970,8,0,14,0,0
1,80,50,4882726,9,0,44,2,0
4,64,73,924744,22,0,44,0,0
2,36,29,5109479,5,0,29,3,0
2,69,51,8886972,2,0,37,0,0
1,25,42,4195889,19,1,31,3,0
3,1,29,4508980,7,0,49,4,0
3,58,66,6695213,5,1,6,3,1
1,95,17,8656179,7,0,34,2,0
1,4,31,8218747,13,0,32,4,0
3,36,92,245954,7,0,11,1,0
3,30,52,1685322,10,0,22,2,0
1,75,39,8255231,9,0,4,2,0
4,98,60,5920967,22,0,42,2,1
1,93,94,4721523,9,0,43,0,0
2,47,99,1128955,10,0,30,0,0
4,5,51,4381569,0,0,15,1,1
2,14,84,2548157,14,0,32,0,0
2,14,16,158393,4,0,49,2,0
2,60,98,7138920,13,1,0,3,0
1,15,14,1056212,22,0,21,1,0
4,19,90,5048132,19,0,27,1,0
2,76,84,2217401,7,0,4,2,0
3,43,42,7193506,16,0,3,4,0
1,41,51,4963205,3,1,0,0,0
1,45,24,1542267,3,0,14,4,0
1,94,82,3443934,17,0,36,2,0
3,33,43,2651838,18,0,38,4,0
2,63,73,2953867,2,0,48,2,0
3,28,19,7180584,8,1,37,0,1
2,2,84,4983570,6,1,44,0,0
4,8,61,1358923,1,0,23,1,0
1,74,94,3696246,8,1,22,4,0
3,74,63,5573488,23,0,46,4,1
3,24,26,6806785,5,0,6,4,0
3,85,95,3561078,5,0,30,4,1
3,41,35,3235092,15,1,6,3,0
3,45,67,4854014,1,0,12,1,1
2,72,56,3966215,15,0,3,1,0
1,83,40,3844774,2,0,17,3,0
1,58,29,5062308,21,0,39,4,0
4,20,6,2256924,15,1,18,3,1
2,73,52,5350434,11,0,15,4,0
3,21,1,6026533,2,0,17,3,0
2,28,52,4481625,10,0,15,1,0
1,62,24,8219850,10,0,47,3,0
1,72,34,5675747,22,0,30,2,0
3,60,7,3353506,15,0,24,4,0
2,63,75,9491523,4,0,1,3,0
1,68,11,6121995,19,1,45,4,0
2,39,36,8580383,7,0,27,0,0
1,74,20,3508910,10,0,15,4,0
2,0,63,4875070,10,0,35,3,0
1,64,80,5504683,17,0,44,4,0
3,61,63,4047132,18,0,39,2,0
2,53,69,4420147,9,0,34,2,0
2,59,88,7737362,3,0,23,3,0
1,45,30,2059770,9,0,34,3,0
1,4,30,7189026,13,0,29,4,0
2,21,97,5947439,5,0,36,1,0
2,89,84,7303386,4,0,10,2,0
2,52,22,8978029,14,0,44,2,0
1,69,61,7361277,4,0,33,0,0
3,31,21,1157150,22,0,37,0,0
3,10,37,7383298,23,0,38,1,0
3,9,27,1924770,5,0,23,2,0
1,38,35,757079,18,0,28,3,0
2,97,38,7221555,19,0,3,2,0
1,30,60,7903538,16,0,40,3,0
1,11,70,2515511,13,0,49,3,0
4,79,32,1750114,10,0,29,1,1
1,37,80,9969259,13,1,13,2,0
2,66,92,2030597,4,0,23,4,0
2,65,80,6861030,12,0,37,2,0
3,51,27,6246369,11,0,33,2,1
2,4,3,9964477,23,0,35,0,0
1,10,49,9511128,18,0,14,1,0
2,24,85,3277134,9,0,34,4,0
2,34,30,123438,12,0,28,4,0
1,34,22,3777264,14,0,35,4,0
2,21,19,9664286,19,0,3,3,0
1,36,31,5352127,12,0,14,1,0
1,85,20,154524,3,0,10,0,0
2,54,19,5138062,21,0,48,3,0
1,74,2,843542,8,0,14,4,0
2,95,40,463400,18,1,20,3,0
3,98,39,6112014,19,0,34,3,0
3,94,91,5335126,21,0,22,4,0
1,71,72,6966786,21,0,9,4,0
1,63,54,8785618,6,1,3,0,0
1,19,27,9990656,14,0,44,1,0
2,97,79,9810506,16,0,24,2,0
3,3,12,3708381,13,0,1,2,0
1,17,78,8944113,13,0,37,2,0
4,50,71,3120010,8,0,18,0,0
1,67,17,9966523,15,0,23,3,0
2,19,90,9519846,1,0,7,4,0
3,8,84,9376192,13,0,5,1,0
3,79,10,668235,3,1,19,2,1
3,25,19,2953475,2,0,13,1,0
3,24,82,2510360,2,0,39,1,0
2,67,30,4836551,10,0,5,4,0
3,40,30,5425614,4,1,11,0,1
1,58,25,6549418,15,0,40,4,0
3,44,88,9805917,22,0,6,0,0
2,40,74,1029116,22,0,44,3,0
3,37,66,1295711,22,0,29,1,0
2,18,96,6349931,18,0,15,2,0
2,13,35,5789790,8,1,7,1,0
2,20,51,8241242,21,0,13,4,0
3,14,71,5880875,10,0,47,0,0
1,2,71,9635271,11,0,19,3,0
1,36,27,2835386,7,1,27,3,0
1,45,10,4286847,13,1,5,0,0
1,15,97,5808150,16,0,29,0,0
3,13,43,9089046,19,0,3,0,0
1,8,55,3589817,14,0,35,3,0
4,6,71,8190262,14,0,2,1,0
2,13,6,3298636,22,0,9,1,0
1,5,6,1798718,11,1,37,3,0
3,84,77,6883827,8,0,26,2,1
3,14,48,7443259,11,0,17,4,0
2,51,77,8110268,18,1,44,3,0
2,71,2,9241035,11,0,10,2,0
3,33,83,5572796,10,0,35,4,0
1,0,51,4608350,5,0,39,1,0
4,95,61,2949700,7,0,34,0,1
4,68,19,135787,10,1,43,4,1
3,93,2,681467,2,1,12,0,1
1,85,51,4237698,15,0,22,2,0
3,19,26,1928111,5,1,42,3,1
1,79,70,7588694,8,0,8,3,0
1,6,20,4715728,8,0,3,0,0
1,6,23,6454953,5,0,42,4,0
2,49,54,2550242,4,0,39,4,0
3,1,15,3883866,0,0,49,2,0
3,46,6,7162248,2,0,30,3,0
3,13,92,5713530,2,0,2,0,0
2,30,35,5998256,11,0,35,1,0
2,49,75,5751299,3,1,16,3,0
2,60,8,9936059,20,1,15,3,0
4,40,57,2992473,15,1,38,2,1
1,13,50,214367,10,0,1,3,0
3,4,49,350748,7,0,4,2,0
2,74,88,4591189,8,0,32,2,0
2,4,21,7868958,13,0,12,1,0
3,63,36,3202728,22,0,11,4,0
2,28,71,8397859,21,0,18,3,0
3,74,69,4509095,14,0,21,2,1
4,4,58,9677133,18,1,39,2,0
2,95,63,3558042,8,0,7,4,0
1,35,93,4594928,16,0,43,4,0
2,78,16,6093294,8,0,3,2,0
4,18,6,4548602,2,0,6,3,0
1,63,78,5066926,15,0,47,3,0
2,21,52,2673643,12,0,21,3,0
2,33,2,2455607,16,0,17,4,0
3,55,89,8232501,23,0,5,3,0
1,16,95,2701652,21,0,49,3,0
3,75,77,4450056,3,0,3,3,1
4,88,18,3938165,20,0,40,4,1
1,55,81,7542510,21,0,44,0,0
1,16,92,7278400,8,0,11,0,0
4,73,76,2895557,21,0,47,3,1
1,91,35,2930560,8,0,36,0,0
3,81,86,4122098,17,0,1,3,0
2,17,39,7320309,13,0,2,4,0
1,44,1,6222320,19,0,44,3,0
3,95,37,7649452,2,0,20,1,1
2,77,21,5267560,3,0,38,2,0
2,55,1,323111,0,0,12,4,0
2,79,4,6903182,17,0,47,1,0
2,49,96,3381681,3,0,13,1,0
1,57,58,4364929,9,0,29,2,0
2,17,1,164033,3,0,17,1,0
4,79,13,5012298,20,0,12,2,1
1,80,46,1047328,16,0,13,3,0
3,6,47,9070033,7,0,40,4,0
2,75,81,3522618,18,0,39,4,0
3,97,76,7653214,8,0,24,4,1
1,9,7,3091993,15,0,36,2,0
4,68,51,5835284,23,0,26,2,0
2,84,3,586566,23,0,22,1,1
1,2,50,949958,14,0,6,4,0
1,82,26,7451969,19,0,47,1,0
1,43,31,8006669,15,0,9,3,0
2,98,62,4030684,20,0,24,1,0
2,69,26,5451142,11,0,34,4,0
3,13,67,4385445,22,0,23,2,0
2,3,55,8979628,17,0,48,1,0
